GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,Geography,Geographic Area Name_x,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,"HOUSEHOLD INCOME Less than $10,000","HOUSEHOLD INCOME $10,000 to $24,999","HOUSEHOLD INCOME $25,000 to $34,999","HOUSEHOLD INCOME $35,000 to $49,999","HOUSEHOLD INCOME $50,000 to $74,999","HOUSEHOLD INCOME $75,000 to $99,999","HOUSEHOLD INCOME $100,000 to $149,999","HOUSEHOLD INCOME $150,000 or more",Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total No bedroom,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City Name,city,county_name,lat,lng,population,density
178552,AL,VestaviaHills,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,35,40,2.5,3,2,2,0.307692308,1,0,0,0,0,0,1,1,3,3,1,0,1,35,42,35,2,0.307692308,0.049086297,0.164805906,2.217050146,1600000US0178552,"Vestavia Hills city, Alabama",7809,479700,39,1263,21,6314,172,40,151,82,260,604,456,1806,4410,174415,2412,3599,1458,4000,1285,1404,1725,Vestavia Hills,Vestavia Hills,Jefferson,33.4518,-86.7437,38600,744.5
203000,AK,Anchorage,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,1,20,20,2,1,2,1,0.324324324,1,0,0,0,0,0,1,4,2,3,1,1,1,28,14,20,2,0.324324324,-1.140654307,0.164805906,3.473223651,1600000US0203000,"Anchorage municipality, Alaska",47435,368100,826,2592,222,43348,447,569,975,895,1773,5310,6663,11300,19950,131299,2318,4916,1405,970,1006,1375,1898,Anchorage,Anchorage,Anchorage,61.1508,-149.1091,290674,65.8
233140,AK,Homer,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,,,1,1,0.428571429,1,0,0,0,0,0,0,2,2,2,1,0,1,,,35,1,0.428571429,0.049086297,-0.882429958,1.542222229,1600000US0233140,"Homer city, Alaska",949,340300,13,39,0,893,4,25,17,19,60,255,126,235,212,94940,1945,3098,1180,995,886,1262,1702,Homer,Homer,Kenai Peninsula,59.653,-151.5255,5623,157.5
238420,AK,Kenai,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,10.5,10.5,2,2,0.384615385,0,1,0,0,0,0,0,2,2,3,2,0,1,147,147,35,2,0.384615385,0.049086297,0.164805906,1.352744895,1600000US0238420,"Kenai city, Alaska",1194,256800,0,37,0,1118,39,51,36,46,177,149,153,244,338,87500,1562,1435,1114,,864,1130,1565,Kenai,Kenai,Kenai Peninsula,60.5619,-151.1985,7477,99.1
258660,AK,Palmer,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,10,10,4,4,2,1,0.2,0,1,0,0,0,0,1,1,2,2,2,0,1,56,56,10,2,0.2,-1.93381471,0.164805906,1.320501525,1600000US0258660,"Palmer city, Alaska",1004,256100,12,15,0,977,0,19,28,17,83,209,191,220,237,93942,1640,2815,1101,650,699,1141,1363,Palmer,Palmer,Matanuska-Susitna,61.5971,-149.1148,6091,463.7
260310,AK,Petersburg,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2.5,3,2,2,0.5,1,0,0,0,0,0,0,1,2,3,1,0,0,35,42,30,2,0.5,-0.347493905,0.164805906,1.305636202,1600000US0260310,"Petersburg CDP, Alaska",507,278000,4,3,1,486,13,3,3,25,16,100,124,88,148,97054,1622,2250,1059,1083,875,1036,1352,Petersburg,Petersburg,Petersburg,56.7566,-132.8727,3317,29
270540,AK,Sitka,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,16,16,1,1,2,2,0.4,1,0,0,0,0,0,0,1,1,1,1,0,1,14,14,16,2,0.4,-1.457918468,0.164805906,0.598564914,1600000US0270540,"Sitka city and borough, Alaska",1242,448100,36,30,8,1166,2,0,11,16,57,133,194,408,423,117436,2426,2362,1309,957,1133,1345,2343,Sitka city and,,,,,,
286490,AK,Yakutat,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,35,35,1,1,2,2,0,0,1,0,0,0,0,0,1,1,2,2,0,0,14,14,35,2,0,0.049086297,0.164805906,0.40908758,1600000US0286490,"Yakutat CDP, Alaska",31,,0,0,0,28,3,0,2,0,2,13,1,6,7,,1202,1500,1304,,,,1371,Yakutat,Yakutat,Yakutat,59.567,-139.5966,564,2.2
402830,AZ,ApacheJunction,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,,,2,2,0.294117647,1,0,0,0,0,0,0,3,2,2,1,0,1,,,35,2,0.294117647,0.049086297,0.164805906,1.934423322,1600000US0402830,"Apache Junction city, Arizona",6100,260000,60,47,0,5960,33,165,352,320,647,1175,1207,1407,827,80977,1355,1280,939,743,753,922,1643,Apache Junction,Apache Junction,Pinal,33.3985,-111.535,38855,330.1
404720,AZ,Avondale,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,30,30,2,2,1,1,0.631578947,1,0,0,0,0,0,1,4,3,3,1,0,1,28,28,30,1,0.631578947,-0.347493905,-0.882429958,3.393653426,1600000US0404720,"Avondale city, Arizona",12949,311700,373,707,43,11783,43,216,362,521,851,2379,1978,3704,2938,102824,1638,1738,1562,1358,1259,1478,1701,Avondale,Avondale,Maricopa,33.3873,-112.3235,89214,723.3
405770,AZ,Benson,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,2.5,2,1,1,0.4,0,0,0,1,0,0,0,1,2,2,4,0,0,35,28,30,1,0.4,-0.347493905,-0.882429958,0.114743935,1600000US0405770,"Benson city, Arizona",594,190300,0,20,0,563,11,0,73,38,86,98,107,117,75,80250,1250,1101,743,,670,720,937,Benson,Benson,Cochise,31.9157,-110.3257,5318,49.3
410530,AZ,CasaGrande,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,32.5,30,,,2,2,0.333333333,1,0,0,0,0,0,1,4,2,2,1,1,0,,,32.5,2,0.333333333,-0.149203804,0.164805906,3.317608584,1600000US0410530,"Casa Grande city, Arizona",7728,249300,142,247,21,7282,36,176,407,522,775,1558,1483,1633,1174,81816,1430,1497,1224,994,1041,1147,1406,Casa Grande,Casa Grande,Pinal,32.9069,-111.7624,55186,187.2
411300,AZ,CaveCreek,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,25,2,2,2,2,0.45,0,0,1,0,0,0,1,4,2,3,3,0,0,28,28,25,2,0.45,-0.744074106,0.164805906,2.30762747,1600000US0411300,"Cave Creek town, Arizona",1275,682500,0,157,0,1092,26,92,3,75,130,129,109,265,472,109758,2477,2368,1488,,910,,2432,Cave Creek,Cave Creek,Maricopa,33.8513,-111.9801,4966,50.8
412840,AZ,ChinoValley,Town,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,32,32,,,2,1,0.2,1,0,0,0,0,6,0,1,1,2,1,0,0,,,32,2,0.2,-0.188861824,0.164805906,2.15299074,1600000US0412840,"Chino Valley town, Arizona",2303,370000,0,76,51,2137,39,0,198,52,245,642,359,625,182,77266,1481,1394,1100,,1058,1019,1149,Chino Valley,Chino Valley,Yavapai,34.7594,-112.412,13120,81.1
416410,AZ,Cottonwood,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,25,35,2,2,1.7,1,0.1,0,0,1,0,0,0,1,3,3,2,3,0,1,28,28,25,1.7,0.1,-0.744074106,-0.149364854,2.155652466,1600000US0416410,"Cottonwood city, Arizona",1490,320400,0,96,0,1394,0,95,24,122,153,325,314,298,159,79667,1395,1258,996,,705,1124,1388,Cottonwood,Cottonwood,Yavapai,34.7195,-112.0016,12314,168.9
420050,AZ,Douglas,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,2,3,1,25,25,,,1.5,2,0.5,1,0,0,0,0,0,0,3,2,3,1,0,1,,,25,1.5,0.5,-0.744074106,-0.358812026,2.090038388,1600000US0420050,"Douglas city, Arizona",1466,140900,39,51,20,1356,0,9,169,305,150,193,304,226,110,63017,1117,969,714,506,511,694,904,Douglas,Douglas,Cochise,31.3602,-109.5394,16301,630.7
420960,AZ,Eagar,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,30,30,2,2,2,2,0,0,1,0,0,0,0,1,4,3,3,2,0,0,28,28,30,2,0,-0.347493905,0.164805906,3.048561025,1600000US0420960,"Eagar town, Arizona",824,214500,23,0,0,801,0,15,30,73,54,45,260,194,153,94500,1253,577,806,,,609,973,Eagar,Eagar,Apache,34.1056,-109.2961,4425,139.2
422220,AZ,ElMirage,City,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,27,15,2,2,2.25,2,0.333333333,1,0,0,0,0,0,1,3,2,3,1,0,1,28,28,27,2.25,0.333333333,-0.585442025,0.426614872,2.605611177,1600000US0422220,"El Mirage city, Arizona",5181,257000,14,202,0,4937,28,72,261,263,629,1033,1173,1093,657,79604,1392,1078,1606,1472,769,1245,1606,El Mirage,El Mirage,Maricopa,33.5905,-112.3271,35652,1390.3
423760,AZ,Florence,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,50,40,3,3,1.5,2,0.333333333,0,1,0,0,0,0,0,1,3,3,2,0,0,42,42,50,1.5,0.333333333,1.2388269,-0.358812026,1.356384957,1600000US0423760,"Florence town, Arizona",2533,342500,192,89,0,2224,28,43,36,41,399,452,571,471,520,89792,1520,2536,1069,,713,893,1345,Florence,Florence,Pinal,33.059,-111.4209,25783,158.9
427400,AZ,Gilbert,Town,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,25,15,2,36,5,0.5,0.357142857,0,1,0,0,0,0,0,3,3,3,2,0,1,28,504,25,5,0.357142857,-0.744074106,3.306513498,2.140787143,1600000US0427400,"Gilbert town, Arizona",53001,457100,635,4063,253,47589,461,753,850,998,1782,4928,5707,14119,23864,139572,2034,2287,1839,1355,1524,1664,1933,Gilbert,Gilbert,Maricopa,33.31,-111.7463,267267,1503.9
427820,AZ,Glendale,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,15,15,,,2,1,0.217391304,1,0,0,0,0,0,0,4,2,3,1,0,1,,,15,2,0.217391304,-1.537234509,0.164805906,2.482239481,1600000US0427820,"Glendale city, Arizona",33184,322500,777,2191,166,29515,535,518,1519,1238,2823,5096,5115,8871,8004,101412,1605,1557,1268,1073,1090,1218,1635,Glendale,Glendale,Maricopa,33.5791,-112.2311,248083,1451.1
428380,AZ,Goodyear,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,22.5,12,1,1,2,2,0.4,1,0,0,0,0,0,1,3,3,3,1,0,1,14,14,22.5,2,0.4,-0.942364207,0.164805906,3.001452333,1600000US0428380,"Goodyear city, Arizona",19407,393000,831,1036,18,17364,158,329,655,491,1029,2337,3054,5007,6505,117583,1919,2400,1711,1766,1399,1663,1727,Goodyear,Goodyear,Maricopa,33.2614,-112.3622,97542,196.9
430270,AZ,Guadalupe,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,30,30,,,2,2,0.8,1,0,0,0,0,0,0,1,1,3,1,0,0,,,30,2,0.8,-0.347493905,0.164805906,0.909795046,1600000US0430270,"Guadalupe town, Arizona",455,235200,0,0,0,455,0,24,71,0,41,80,47,99,93,77212,1352,1086,809,,772,836,1069,Guadalupe,Guadalupe,Maricopa,33.3665,-111.9633,5335,2578
433280,AZ,Holbrook,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,4.5,3,0.501,0.002,0.25,0,0,1,0,0,0,0,1,2,3,3,0,1,63,42,25,0.501,0.25,-0.744074106,-1.405000654,0.615451401,1600000US0433280,"Holbrook city, Arizona",414,142900,5,35,0,368,6,43,9,21,34,119,24,106,58,69278,1044,947,915,,924,863,922,Holbrook,Holbrook,Navajo,34.9044,-110.1672,4842,107.8
437620,AZ,Kingman,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,40,50,2,2,2,2,0.25,1,0,0,0,0,0,0,2,3,2,1,0,1,28,28,40,2,0.25,0.445666498,0.164805906,1.938063384,1600000US0437620,"Kingman city, Arizona",5629,226500,40,262,6,5232,89,215,499,321,677,1317,807,1140,653,70184,1152,1074,999,785,683,894,1109,Kingman,Kingman,Mohave,35.217,-114.0105,33052,339.9
439370,AZ,LakeHavasu,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,,,1,1,0.5625,1,0,0,0,0,0,1,3,2,2,1,0,1,,,30,1,0.5625,-0.347493905,-0.882429958,2.449996111,1600000US0439370,"Lake Havasu City city, Arizona",11851,380500,107,472,64,11081,127,372,723,883,985,2263,2122,2529,1974,84179,1499,1686,1163,747,790,1013,1459,Lake Havasu City,Lake Havasu City,Mohave,34.5006,-114.3113,57294,477.4
444270,AZ,Marana,Town,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,10,10,4,4,2,1,,0,0,0,0,1,0,0,2,2,3,5,0,1,56,56,10,2,,-1.93381471,0.164805906,0.317467694,1600000US0444270,"Marana town, Arizona",11935,347400,130,432,0,11294,79,104,418,194,679,1490,1359,3461,4230,119327,1773,3147,1579,,1268,1496,1718,Marana,Marana,Pima,32.4355,-111.1558,52542,167.5
446000,AZ,Mesa,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,30,30,2,2,2,1,0.366666667,1,0,0,0,0,0,1,4,3,3,1,1,1,28,28,30,2,0.366666667,-0.347493905,0.164805906,3.869064806,1600000US0446000,"Mesa city, Arizona",79043,356000,1367,5749,218,71040,669,1110,2485,2754,5697,12452,12238,20547,21760,105518,1697,1594,1352,1091,1178,1325,1696,Mesa,Mesa,Maricopa,33.4015,-111.7178,503390,1379.8
451600,AZ,OroValley,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,20,20,1,1,2,1,0.3,1,0,0,0,0,0,1,4,3,3,1,0,0,14,14,20,2,0.3,-1.140654307,0.164805906,3.393653426,1600000US0451600,"Oro Valley town, Arizona",9364,420700,54,808,0,8316,186,193,213,146,545,769,1192,2464,3842,125278,2075,3689,1555,963,1185,1540,1784,Oro Valley,Oro Valley,Pima,32.4208,-110.9767,47053,518.2
454050,AZ,Peoria,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,2,4,1,30,30,2.5,2,2,1,0.25,1,0,0,0,0,0,1,4,2,4,1,0,1,35,28,30,2,0.25,-0.347493905,0.164805906,3.153427336,1600000US0454050,"Peoria city, Arizona",37118,392300,771,2736,45,33348,218,625,1191,1217,2266,5192,4787,9094,12746,116212,1853,2103,1638,1557,1352,1495,1795,Peoria,Peoria,Maricopa,33.7843,-112.2989,191292,419.5
455000,AZ,Phoenix,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,48,30,2,2,2,1,0.512820513,1,0,0,0,0,0,1,3,3,3,1,1,1,28,28,48,2,0.512820513,1.08019482,0.164805906,3.476863713,1600000US0455000,"Phoenix city, Arizona",229574,354900,3319,14917,564,209022,1752,5250,8999,8584,16905,34748,34842,51233,69013,103737,1695,1800,1322,1016,1133,1351,1624,Phoenix,Phoenix,Maricopa,33.5722,-112.0892,4064275,1198.9
455980,AZ,PinetopLakeside,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,32.5,35,2,2,1,1,0.181818182,0,1,0,0,0,0,0,1,3,3,2,0,0,28,28,32.5,1,0.181818182,-0.149203804,-0.882429958,1.356384957,1600000US0455980,"Pinetop-Lakeside town, Arizona",728,256300,4,28,0,679,17,5,35,18,116,156,84,182,132,88750,1460,1662,1078,,689,1170,1098,Pinetop-Lakeside,Pinetop-Lakeside,Navajo,34.1486,-109.9657,4080,141.3
458150,AZ,QueenCreek,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,20,20,2.5,3,2,1,0.36,0,0,1,0,0,0,1,4,2,3,3,0,1,35,42,20,2,0.36,-1.140654307,0.164805906,2.30762747,1600000US0458150,"Queen Creek town, Arizona",13914,487000,263,642,21,12903,85,157,169,171,432,1273,1664,3758,6290,140741,2175,2571,2030,,1578,1552,2003,Queen Creek,Queen Creek,Maricopa,33.2454,-111.6173,61788,569.2
462140,AZ,Sahuarita,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,34,34,2,2,2,1,0.2,0,1,0,0,0,0,1,4,2,3,2,0,1,28,28,34,2,0.2,-0.030229744,0.164805906,2.65271987,1600000US0462140,"Sahuarita town, Arizona",6539,315700,143,248,0,6108,40,52,238,312,382,802,1025,2019,1709,105700,1630,2631,1546,,3198,1412,1370,Sahuarita,Sahuarita,Pima,31.9323,-110.9654,34238,417.2
463470,AZ,SanLuis,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,32.5,30,,,0.5,0.5,0.157894737,1,0,0,0,0,0,1,4,2,3,1,0,1,,,32.5,0.5,0.157894737,-0.149203804,-1.40604789,2.99781227,1600000US0463470,"San Luis city, Arizona",4472,180700,0,0,0,4472,0,267,423,328,847,1164,553,510,380,58572,1018,1268,823,675,594,699,1052,San Luis,San Luis,Yuma,32.4911,-114.7089,35189,399.3
465350,AZ,Sedona,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,22,22,3,3,1.5,1,0.428571429,0,1,0,0,0,0,1,4,2,3,2,1,0,42,42,22,1.5,0.428571429,-0.982022227,-0.358812026,3.12813125,1600000US0465350,"Sedona city, Arizona",1840,618600,21,113,0,1657,49,29,79,125,286,197,367,309,448,79959,2286,2829,1377,,1185,1385,1865,Sedona,Sedona,Yavapai,34.8581,-111.7941,9739,205.9
467800,AZ,Snowflake,Town,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,,,1.55,2,0.571428571,0,1,0,0,0,0,0,4,2,2,2,0,1,,,35,1.55,0.571428571,0.049086297,-0.306450233,1.981532015,1600000US0467800,"Snowflake town, Arizona",796,229200,0,49,0,743,4,10,29,24,84,113,279,170,87,93313,1374,968,1262,,,1069,1533,Snowflake,Snowflake,Navajo,34.5225,-110.0913,6192,70.9
471300,AZ,Superior,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,24,24,1,1,2,2,0.4,0,1,0,0,0,0,1,4,2,3,2,0,1,14,14,24,2,0.4,-0.823390146,0.164805906,2.65271987,1600000US0471300,"Superior town, Arizona",415,148400,0,34,16,359,6,0,29,61,44,82,58,114,27,73672,1139,886,778,,527,773,941,Superior,Superior,Pinal,33.2851,-111.1109,2639,89.7
472420,AZ,Taylor,Town,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,27.5,35,,,3,1,0,1,0,0,0,0,0,0,4,2,2,1,0,0,,,27.5,3,0,-0.545784005,1.21204177,2.326624415,1600000US0472420,"Taylor town, Arizona",534,265900,0,40,0,494,0,26,21,0,31,22,73,312,49,111311,1474,1199,608,,,844,,Taylor,Taylor,Navajo,34.4393,-110.1018,4062,48
473000,AZ,Tempe,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,30,30,3,3,1,1,0.588235294,1,0,0,0,0,0,0,3,3,3,1,0,1,42,42,30,1,0.588235294,-0.347493905,-0.882429958,2.485879543,1600000US0473000,"Tempe city, Arizona",19875,388900,324,1532,79,17452,488,250,567,699,1371,2750,2396,4524,7318,116971,1734,2079,1472,1264,1339,1505,1831,Tempe,Tempe,Maricopa,33.3881,-111.9319,181005,1748.3
473420,AZ,Thatcher,Town,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,18,18,3,3,4,5,0.333333333,0,1,0,0,0,0,0,3,2,3,2,0,1,42,42,18,4,0.333333333,-1.299286388,2.259277634,1.744945988,1600000US0473420,"Thatcher town, Arizona",769,269300,5,20,0,734,10,50,46,0,16,171,209,45,232,95125,1605,1449,960,337,493,897,1128,Thatcher,Thatcher,Graham,32.8323,-109.7595,5281,306.1
474190,AZ,Tolleson,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,14,10,2,2,2,2,0.2,0,0,1,0,0,0,1,4,2,3,3,0,1,28,28,14,2,0.2,-1.616550549,0.164805906,2.30762747,1600000US0474190,"Tolleson city, Arizona",702,274200,0,77,0,625,0,0,25,0,54,448,87,65,23,59167,1372,1497,1121,,1116,1113,1140,Tolleson,Tolleson,Maricopa,33.4484,-112.256,7221,486.3
477000,AZ,Tucson,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,50,50,4,4,2,2,0.5,0,1,0,0,0,0,1,4,3,3,2,1,1,56,56,50,2,0.5,1.2388269,0.164805906,3.523972406,1600000US0477000,"Tucson city, Arizona",70978,227700,1185,3400,194,65260,939,1592,4553,4228,8018,13455,12703,14576,11853,81744,1373,1763,991,729,827,1061,1405,Tucson,Tucson,Pima,32.1541,-110.8787,878320,863.9
483090,AZ,Willcox,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,25,34,3,3,1,1,0.142857143,1,0,0,0,0,0,1,4,0,3,1,0,0,42,42,25,1,0.142857143,-0.744074106,-0.882429958,2.20612996,1600000US0483090,"Willcox city, Arizona",276,120700,0,21,0,255,0,0,10,29,63,74,48,32,20,57162,1085,1065,856,,,923,982,Willcox,Willcox,Cochise,32.2515,-109.8359,3232,203
483160,AZ,Williams,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,35,35,8,8,2,2,0.363636364,0,1,0,0,0,0,1,4,3,2,2,1,1,112,112,35,2,0.363636364,0.049086297,0.164805906,3.368357339,1600000US0483160,"Williams city, Arizona",438,352300,0,50,0,388,0,0,47,28,4,104,70,157,28,95904,1583,1382,1069,,670,,1209,Williams,Williams,Coconino,35.2476,-112.1834,3275,28.9
483930,AZ,Winslow,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,10,1,1,3,1,0.5,0,1,0,0,0,0,1,4,2,2,2,0,0,14,14,35,3,0.5,0.049086297,1.21204177,2.497104804,1600000US0483930,"Winslow city, Arizona",634,159500,0,35,0,590,9,17,46,51,49,66,92,262,51,89091,1275,674,848,639,795,809,934,Winslow,Winslow,Navajo,35.0243,-110.7095,8943,265.9
485400,AZ,Youngtown,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,48,2,4,1.3,1,0.285714286,0,1,0,0,0,0,0,1,1,1,2,0,0,28,56,24,1.3,0.285714286,-0.823390146,-0.568259199,0.253472514,1600000US0485400,"Youngtown town, Arizona",1042,266500,6,33,0,1003,0,29,86,81,136,185,354,101,70,75244,1224,1000,1139,1313,733,1122,1680,Youngtown,Youngtown,Maricopa,33.5846,-112.3048,6980,1812.4
485540,AZ,Yuma,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,20,20,1,1,2,1,0.15,1,0,0,0,0,0,1,2,2,3,1,1,1,14,14,20,2,0.15,-1.140654307,0.164805906,2.688821464,1600000US0485540,"Yuma city, Arizona",13451,220700,351,401,221,12357,121,285,841,713,1191,2527,2348,2999,2547,87830,1431,1566,1028,863,752,1014,1229,Yuma,Yuma,Yuma,32.5995,-114.5491,135389,307.8
